document_type,erp_transaction_code,creator_user_id_group,manual_flag,requires_formal_approval_flag,rationale
BK,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
BK,MR8M,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
BK,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
BK,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
BK,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
BK,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
BK,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
BK,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FB05,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FB1K,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FB1S,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FB70,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBA7,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBDC_C002,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBDC_C014,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBDC_C022,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBDC_C024,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBDC_C080,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FBZ2,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,FV60,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,LSMW,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,LSMW,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,MIR4,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,MIR4,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,MIRO,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,MIRO,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,MR8M,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CC,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CC,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CC,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CC,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CO,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CO,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CO,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CO,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CO,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
CO,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FB05,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CO,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
CO,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FB1K,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CO,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FB1S,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CO,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FB70,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CO,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FBA7,NON_TECHNICAL_USER,MANUAL,NO,"Human-initiated posting, but operational document/tcode pattern; standard workflow controls apply."
CO,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
CO,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
